27
13
11
20
17
25
23
13
30
16
35
47
55
20
45
63
52
33
13
20
20
26
46
21
10
62
16
39
21
14
74
84
46
81
38
129
11
45
39
14
31
67
177
130
215
78
290
190
390
176
166
425
225
365
234
396
364
132
184
276
317
252
26
306
339
332
243
246
280
214
117
250
97
317
43
237
102
201
227
185
172
135
136
220
449
500
500
500
43
423
68
500
474
32
12
12
85
500
175
169
152
286
102
102
164
500
307
500
106
123
500
95
223
500
434
500
147
